h,d,a,k,setPk_max,naysayerFors,naysayerForsHash,WotsHashNaysayer,wotsNaysayer,xmssNaysayer,setSign
14,3,23,10,66999,872856,1274610,1403831,1230251,687428,66708
14,3,25,9,66999,887543,1262844,1403264,1225451,685986,66708
14,3,29,8,not found,not found,not found,not found,not found,not found,not found
14,3,33,7,not found,not found,not found,not found,not found,not found,not found
14,3,38,6,not found,not found,not found,not found,not found,not found,not found
14,3,45,5,not found,not found,not found,not found,not found,not found,not found
14,3,46,5,not found,not found,not found,not found,not found,not found,not found
14,3,57,4,not found,not found,not found,not found,not found,not found,not found
14,3,58,4,not found,not found,not found,not found,not found,not found,not found
14,4,4,57,66999,722921,1832145,1424619,1225766,690037,66708
14,4,4,58,66999,724002,1845217,1423762,1230514,691082,66708
14,4,5,45,66999,730695,1690766,1426563,1224290,689171,66696
14,4,5,46,66999,732069,1703247,1426970,1229066,690593,66708
14,4,6,38,66999,739918,1609682,1425812,1232217,689993,66708
14,4,7,33,66999,749082,1552508,1429527,1227202,690863,66708
14,4,8,29,66999,755155,1505918,1427222,1229282,691062,66696
14,4,9,25,66999,761529,1457861,1426214,1223953,689175,66708
14,4,10,23,66999,771008,1436212,1428371,1226294,690549,66708
14,4,11,21,66999,779288,1413418,1426530,1237317,690763,66708
14,4,12,19,66999,783246,1368045,1402261,1233350,686812,66708
14,4,15,15,66987,806881,1325456,1402650,1233467,685986,66708
14,4,19,12,66987,839865,1294936,1402959,1234012,686856,66708
14,4,21,11,66999,857009,1285237,1404743,1231135,687694,66708
14,4,23,10,66999,872892,1274742,1403510,1234271,687412,66696
14,4,25,9,66999,887543,1262844,1402137,1233158,685982,66708
14,4,29,8,not found,not found,not found,not found,not found,not found,not found
14,4,33,7,not found,not found,not found,not found,not found,not found,not found
14,4,38,6,not found,not found,not found,not found,not found,not found,not found
14,4,45,5,not found,not found,not found,not found,not found,not found,not found
14,4,46,5,not found,not found,not found,not found,not found,not found,not found
14,4,57,4,not found,not found,not found,not found,not found,not found,not found
14,4,58,4,not found,not found,not found,not found,not found,not found,not found
14,5,4,57,66999,722885,1831833,1426816,1233441,689997,66708
14,5,4,58,66987,723966,1844713,1427933,1234506,691094,66708
14,5,5,45,66999,730695,1690634,1425408,1236299,689131,66708
14,5,5,46,66999,732105,1703715,1427363,1225090,690597,66708
14,5,6,38,66999,739918,1609682,1426374,1237137,689993,66708
14,5,7,33,66999,749082,1552508,1427462,1234263,690835,66696
14,5,8,29,66999,755119,1505762,1427641,1234490,691046,66708
14,5,9,25,66999,761529,1457861,1425183,1223010,689147,66708
14,5,10,23,66999,770972,1435960,1426425,1228725,690525,66708
14,5,11,21,66999,779288,1413430,1427542,1234255,690771,66708
14,5,12,19,66999,786428,1389328,1426976,1229112,689945,66708
14,5,15,15,66999,810016,1342306,1426523,1237234,689103,66708
14,5,19,12,66999,842991,1308444,1425961,1236844,689981,66708
14,5,21,11,66999,860172,1297852,1427222,1234215,690759,66708
14,5,23,10,66999,876033,1286167,1426589,1237408,690493,66708
14,5,25,9,66999,890708,1273367,1426154,1223957,689143,66708
14,5,29,8,not found,not found,not found,not found,not found,not found,not found
14,5,33,7,not found,not found,not found,not found,not found,not found,not found
14,5,38,6,not found,not found,not found,not found,not found,not found,not found
14,5,45,5,not found,not found,not found,not found,not found,not found,not found
14,5,46,5,not found,not found,not found,not found,not found,not found,not found
14,5,57,4,not found,not found,not found,not found,not found,not found,not found
14,5,58,4,not found,not found,not found,not found,not found,not found,not found
14,6,4,57,66999,722921,1832529,1427008,1233477,690033,66708
14,6,4,58,66999,723966,1844713,1427933,1234506,691094,66708
14,6,5,45,66999,730659,1690082,1425144,1236263,689095,66708
14,6,5,46,66999,732105,1703715,1427363,1225090,690597,66708
14,6,6,38,66999,739918,1609682,1426374,1237137,689993,66708
14,6,7,33,66999,749082,1552508,1427462,1234263,690835,66708
14,6,8,29,66999,755119,1505762,1427641,1234490,691046,66708
14,6,9,25,66999,761529,1457861,1425183,1223010,689147,66708
14,6,10,23,66999,771008,1436248,1426689,1228761,690561,66696
14,6,11,21,66999,779288,1413430,1427542,1234255,690771,66708
14,6,12,19,66999,786428,1389328,1426976,1229112,689945,66708
14,6,15,15,66999,810016,1342306,1426523,1237234,689103,66708
14,6,19,12,66999,842991,1308444,1425961,1236844,689981,66708
14,6,21,11,66999,860172,1297852,1427222,1234215,690759,66708
14,6,23,10,66999,876033,1286167,1426589,1237408,690493,66708
14,6,25,9,66999,890708,1273367,1426154,1223957,689143,66708
14,6,29,8,not found,not found,not found,not found,not found,not found,not found
14,6,33,7,not found,not found,not found,not found,not found,not found,not found
14,6,38,6,not found,not found,not found,not found,not found,not found,not found
14,6,45,5,not found,not found,not found,not found,not found,not found,not found
14,6,46,5,not found,not found,not found,not found,not found,not found,not found
14,6,57,4,not found,not found,not found,not found,not found,not found,not found
14,6,58,4,not found,not found,not found,not found,not found,not found,not found
14,7,4,57,66999,722921,1832529,1427008,1233477,690033,66708
14,7,4,58,66999,723966,1844713,1427933,1234506,691094,66708
14,7,5,45,66999,730695,1690634,1425408,1236299,689131,66708
14,7,5,46,66999,732105,1703715,1427363,1225090,690597,66708
14,7,6,38,66999,739918,1609682,1426374,1237137,689993,66696
14,7,7,33,66999,749082,1552508,1427462,1234263,690835,66708
14,7,8,29,66999,755083,1505402,1427377,1234454,691010,66708
14,7,9,25,66999,761529,1457861,1425183,1223010,689147,66708
14,7,10,23,66987,771008,1436248,1426689,1228761,690561,66708
14,7,11,21,66987,779288,1413430,1427542,1234255,690771,66708
14,7,12,19,66999,786392,1389088,1426712,1229076,689909,66708
14,7,15,15,66999,810016,1342306,1426523,1237234,689103,66708
14,7,19,12,66999,842991,1308444,1425961,1236844,689981,66708
14,7,21,11,66999,860172,1297852,1427222,1234215,690759,66708
14,7,23,10,66999,876033,1286167,1426589,1237408,690493,66708
14,7,25,9,66999,890708,1273367,1426154,1223957,689143,66708
14,7,29,8,not found,not found,not found,not found,not found,not found,not found
14,7,33,7,not found,not found,not found,not found,not found,not found,not found
14,7,38,6,not found,not found,not found,not found,not found,not found,not found
14,7,45,5,not found,not found,not found,not found,not found,not found,not found
14,7,46,5,not found,not found,not found,not found,not found,not found,not found
14,7,57,4,not found,not found,not found,not found,not found,not found,not found
14,7,58,4,not found,not found,not found,not found,not found,not found,not found
14,8,4,57,66999,726074,1895220,1449631,1227305,693155,66708
14,8,4,58,66999,727155,1909196,1450856,1237073,694224,66708
14,8,5,45,66999,730659,1690214,1426413,1224812,689119,66708
14,8,5,46,66999,732105,1703691,1427115,1238038,690577,66708
14,8,6,38,66999,739882,1609118,1426127,1233104,689957,66708
14,8,7,33,66999,749046,1552124,1427710,1225621,690831,66708
14,8,8,29,66999,755119,1505774,1427973,1230205,691070,66696
14,8,9,25,66999,761457,1457237,1425377,1236540,689079,66708
14,8,10,23,66999,771008,1436248,1427279,1225042,690557,66708
14,8,11,21,66999,779288,1413430,1427794,1225565,690735,66708
14,8,12,19,66999,786392,1389208,1426105,1232538,690001,66708
14,8,15,15,66999,810052,1342426,1425295,1227359,689147,66696
14,8,19,12,66999,843027,1308600,1426427,1233144,690013,66708
14,8,21,11,66999,860172,1297852,1428019,1238918,690827,66708
14,8,23,10,66999,876069,1286299,1427444,1225323,690517,66708
14,8,25,9,66999,890672,1273307,1426965,1224864,689135,66708
14,8,29,8,not found,not found,not found,not found,not found,not found,not found
14,8,33,7,not found,not found,not found,not found,not found,not found,not found
14,8,38,6,not found,not found,not found,not found,not found,not found,not found
14,8,45,5,not found,not found,not found,not found,not found,not found,not found
14,8,46,5,not found,not found,not found,not found,not found,not found,not found
14,8,57,4,not found,not found,not found,not found,not found,not found,not found
14,8,58,4,not found,not found,not found,not found,not found,not found,not found
14,9,4,57,66999,726074,1895220,1449631,1227305,693155,66708
14,9,4,58,66999,727119,1908488,1450592,1237037,694188,66696
14,9,5,45,66987,733825,1740137,1450010,1227996,692297,66708
14,9,5,46,66999,735199,1753759,1450184,1241151,693683,66708
14,9,6,38,66999,739918,1609586,1426391,1233140,689993,66708
14,9,7,33,66999,749082,1552532,1427974,1225657,690867,66708
14,9,8,29,66999,755119,1505774,1427973,1230205,691070,66708
14,9,9,25,66999,761529,1457861,1425905,1236612,689151,66708
14,9,10,23,66999,771008,1436248,1427279,1225042,690557,66696
14,9,11,21,66999,779288,1413430,1427794,1225565,690735,66696
14,9,12,19,66999,786392,1389208,1426105,1232538,690001,66708
14,9,15,15,66999,810052,1342426,1425295,1227359,689147,66708
14,9,19,12,66999,843027,1308600,1426427,1233144,690013,66708
14,9,21,11,66999,860172,1297852,1428019,1238918,690827,66708
14,9,23,10,66999,876069,1286299,1427444,1225323,690517,66708
14,9,25,9,66999,890672,1273307,1426965,1224864,689135,66708
14,9,29,8,not found,not found,not found,not found,not found,not found,not found
14,9,33,7,not found,not found,not found,not found,not found,not found,not found
14,9,38,6,not found,not found,not found,not found,not found,not found,not found
14,9,45,5,not found,not found,not found,not found,not found,not found,not found
14,9,46,5,not found,not found,not found,not found,not found,not found,not found
14,9,57,4,not found,not found,not found,not found,not found,not found,not found
14,9,58,4,not found,not found,not found,not found,not found,not found,not found
15,2,4,59,66987,725342,1858498,1413694,1230474,692441,66708
15,2,4,60,66999,726423,1871069,1414896,1236209,693502,66708
15,2,5,47,66999,730527,1665610,1406022,1232462,689010,66708
15,2,5,48,66999,735043,1730078,1429919,1240950,693490,66696
15,2,6,39,66999,738621,1580333,1406053,1236818,688732,66708
15,2,6,40,66999,740266,1592686,1406389,1229492,690353,66708
15,2,7,34,66999,748055,1528931,1401346,1233958,689868,66708
15,2,8,30,66999,754420,1487137,1404527,1238744,690389,66708
15,2,9,26,66999,761004,1442826,1397280,1235361,687940,66708
15,2,10,24,66999,770789,1424207,1398605,1228308,690377,66708
15,2,12,20,66999,786784,1382175,1397582,1229037,690361,66708
15,2,13,18,66999,793501,1359515,1398329,1223452,688716,66708
15,2,14,17,66999,802736,1350321,1399108,1237245,689848,66708
15,2,15,16,66999,811229,1340336,1398030,1232466,690361,66708
15,2,16,15,66999,819021,1329852,1392888,1229671,690369,66708
15,2,17,14,66999,826678,1318543,1392616,1225119,689780,66708
15,2,18,13,66999,833635,1307368,1393194,1228481,688716,66708
15,2,20,12,66999,851333,1298534,1396341,1233789,690369,66696
15,2,24,10,66999,883568,1277644,1397993,1238130,690345,66708
15,2,26,9,66987,898265,1265547,1400594,1228481,688744,66708
15,2,30,8,not found,not found,not found,not found,not found,not found,not found
15,2,34,7,not found,not found,not found,not found,not found,not found,not found
15,2,39,6,not found,not found,not found,not found,not found,not found,not found
15,2,40,6,not found,not found,not found,not found,not found,not found,not found
15,2,47,5,not found,not found,not found,not found,not found,not found,not found
15,2,48,5,not found,not found,not found,not found,not found,not found,not found
15,2,59,4,not found,not found,not found,not found,not found,not found,not found
15,2,60,4,not found,not found,not found,not found,not found,not found,not found
15,3,4,57,66999,723203,1832811,1420896,1224463,690263,66708
15,3,4,58,66999,724284,1845499,1420782,1238417,691372,66708
15,3,5,45,66999,730977,1691048,1427563,1225178,689465,66708
15,3,5,46,66999,732387,1704033,1429768,1231880,690859,66708
15,3,6,38,66987,740200,1609820,1425962,1232475,690259,66696
15,3,7,33,66999,749364,1552814,1428738,1230858,691137,66708
15,3,8,29,66999,752281,1474294,1404618,1226729,688167,66708
15,3,9,25,66999,758655,1430536,1404509,1230977,686284,66708
15,3,10,23,66999,768133,1411072,1404736,1235793,687718,66708
15,3,11,21,66987,776412,1390398,1405238,1227393,687936,66708
15,3,12,19,66999,783528,1368207,1405050,1227217,687094,66708
15,3,15,15,66999,807127,1325690,1402290,1220169,686308,66708
15,3,19,12,66999,840147,1295242,1405103,1231811,687138,66696
15,3,21,11,66987,857327,1285639,1402564,1222463,687996,66708
15,3,23,10,66999,873174,1275024,1403346,1230842,687690,66696
15,3,25,9,66999,887789,1262982,1402723,1220466,686280,66708
15,3,29,8,not found,not found,not found,not found,not found,not found,not found
15,3,33,7,not found,not found,not found,not found,not found,not found,not found
15,3,38,6,not found,not found,not found,not found,not found,not found,not found
15,3,45,5,not found,not found,not found,not found,not found,not found,not found
15,3,46,5,not found,not found,not found,not found,not found,not found,not found
15,3,57,4,not found,not found,not found,not found,not found,not found,not found
15,3,58,4,not found,not found,not found,not found,not found,not found,not found
15,4,4,57,66999,723203,1832619,1422879,1228471,690295,66708
15,4,4,58,66999,724284,1845499,1424164,1226495,691388,66708
15,4,5,45,66999,730977,1691048,1426279,1236930,689465,66708
15,4,5,46,66999,732351,1703469,1428324,1234869,690791,66708
15,4,6,38,66999,740200,1609964,1427081,1229121,690287,66708
15,4,7,33,66999,749328,1552442,1427967,1234296,691145,66708
15,4,8,29,66999,755401,1505840,1428756,1235145,691344,66708
15,4,9,25,66999,761811,1458143,1426713,1237520,689433,66708
15,4,10,23,66999,771290,1436530,1428195,1225974,690843,66708
15,4,11,21,66999,779534,1413436,1426861,1233558,691033,66696
15,4,12,19,66999,783528,1368207,1403770,1234619,687070,66708
15,4,15,15,66987,807163,1325810,1401753,1228469,686268,66708
15,4,19,12,66999,840111,1295122,1403037,1234246,687138,66708
15,4,21,11,66999,857327,1285639,1403919,1226450,687964,66708
15,4,23,10,66999,873138,1274892,1404504,1222751,687610,66708
15,4,25,9,66999,887789,1262982,1403177,1229737,686252,66708
15,4,29,8,not found,not found,not found,not found,not found,not found,not found
15,4,33,7,not found,not found,not found,not found,not found,not found,not found
15,4,38,6,not found,not found,not found,not found,not found,not found,not found
15,4,45,5,not found,not found,not found,not found,not found,not found,not found
15,4,46,5,not found,not found,not found,not found,not found,not found,not found
15,4,57,4,not found,not found,not found,not found,not found,not found,not found
15,4,58,4,not found,not found,not found,not found,not found,not found,not found
15,5,4,57,66999,723203,1832619,1426335,1228471,690295,66708
15,5,4,58,66987,724284,1845499,1428772,1226495,691388,66708
15,5,5,45,66999,730977,1691048,1426279,1236930,689465,66708
15,5,5,46,66999,732387,1704033,1428588,1234905,690827,66708
15,5,6,38,66987,740200,1609964,1427081,1229121,690287,66708
15,5,7,33,66999,749328,1552442,1427967,1234296,691145,66708
15,5,8,29,66999,755401,1505840,1428756,1235145,691344,66708
15,5,9,25,66987,761811,1458143,1426713,1237520,689433,66708
15,5,10,23,66987,771290,1436530,1428195,1225974,690843,66708
15,5,11,21,66999,779570,1413700,1427125,1233594,691069,66708
15,5,12,19,66999,786674,1389370,1427013,1237768,690211,66708
15,5,15,15,66987,810298,1342516,1424732,1231581,689373,66708
15,5,19,12,66999,843273,1308786,1426280,1237395,690279,66708
15,5,21,11,66987,860454,1298134,1426898,1229562,691069,66708
15,5,23,10,66999,876351,1286581,1428011,1225934,690787,66696
15,5,25,9,66987,890954,1273505,1426420,1232885,689393,66708
15,5,29,8,not found,not found,not found,not found,not found,not found,not found
15,5,33,7,not found,not found,not found,not found,not found,not found,not found
15,5,38,6,not found,not found,not found,not found,not found,not found,not found
15,5,45,5,not found,not found,not found,not found,not found,not found,not found
15,5,46,5,not found,not found,not found,not found,not found,not found,not found
15,5,57,4,not found,not found,not found,not found,not found,not found,not found
15,5,58,4,not found,not found,not found,not found,not found,not found,not found
15,6,4,57,66999,723203,1832811,1426736,1228804,690315,66708
15,6,4,58,66999,724284,1845499,1428347,1226170,691352,66708
15,6,5,45,66999,730977,1691048,1425666,1223597,689437,66708
15,6,5,46,66999,732351,1703529,1427693,1229697,690879,66708
15,6,6,38,66999,740200,1609964,1427415,1225362,690275,66708
15,6,7,33,66999,749364,1552814,1427914,1230818,691117,66708
15,6,8,29,66999,755401,1506044,1428187,1230467,691340,66708
15,6,9,25,66999,761811,1458143,1425393,1231934,689441,66708
15,6,10,23,66999,771254,1436242,1427284,1233673,690783,66708
15,6,11,21,66999,779570,1413712,1427632,1225859,691077,66708
15,6,12,19,66999,786710,1389610,1427908,1225719,690251,66708
15,6,15,15,66999,810298,1342516,1427672,1225483,689421,66708
15,6,19,12,66999,843309,1308906,1427747,1225394,690275,66696
15,6,21,11,66999,860454,1298134,1427358,1233931,691065,66708
15,6,23,10,66999,876351,1286581,1427304,1233673,690811,66708
15,6,25,9,66999,890990,1273625,1425305,1227601,689401,66696
15,6,29,8,not found,not found,not found,not found,not found,not found,not found
15,6,33,7,not found,not found,not found,not found,not found,not found,not found
15,6,38,6,not found,not found,not found,not found,not found,not found,not found
15,6,45,5,not found,not found,not found,not found,not found,not found,not found
15,6,46,5,not found,not found,not found,not found,not found,not found,not found
15,6,57,4,not found,not found,not found,not found,not found,not found,not found
15,6,58,4,not found,not found,not found,not found,not found,not found,not found
15,7,4,57,66999,723203,1832811,1426664,1228804,690315,66708
15,7,4,58,66999,724284,1845499,1428455,1226170,691352,66708
15,7,5,45,66987,730977,1691048,1425666,1223597,689437,66708
15,7,5,46,66999,732351,1703529,1427693,1229697,690879,66708
15,7,6,38,66999,740200,1609964,1427415,1225362,690275,66708
15,7,7,33,66999,749364,1552814,1427914,1230818,691117,66696
15,7,8,29,66987,755401,1506044,1428187,1230467,691340,66708
15,7,9,25,66999,761811,1458143,1425393,1231934,689441,66708
15,7,10,23,66999,771254,1436242,1427284,1233673,690783,66708
15,7,11,21,66999,779570,1413712,1427632,1225859,691077,66708
15,7,12,19,66987,786710,1389610,1427908,1225719,690251,66708
15,7,15,15,66999,810298,1342516,1427672,1225483,689421,66708
15,7,19,12,66999,843309,1308906,1427747,1225394,690275,66708
15,7,21,11,66987,860454,1298134,1427358,1233931,691065,66708
15,7,23,10,66999,876351,1286581,1427304,1233673,690811,66708
15,7,25,9,66999,890990,1273625,1425305,1227601,689401,66708
15,7,29,8,not found,not found,not found,not found,not found,not found,not found
15,7,33,7,not found,not found,not found,not found,not found,not found,not found
15,7,38,6,not found,not found,not found,not found,not found,not found,not found
15,7,45,5,not found,not found,not found,not found,not found,not found,not found
15,7,46,5,not found,not found,not found,not found,not found,not found,not found
15,7,57,4,not found,not found,not found,not found,not found,not found,not found
15,7,58,4,not found,not found,not found,not found,not found,not found,not found
15,8,4,57,66999,726356,1895514,1450201,1227635,693461,66708
15,8,4,58,66999,727437,1909478,1451740,1229326,694482,66708
15,8,5,45,66999,730977,1691000,1426247,1223926,689425,66708
15,8,5,46,66999,732387,1704033,1428144,1239247,690859,66708
15,8,6,38,66999,740164,1609712,1427226,1233747,690239,66708
15,8,7,33,66999,749364,1552694,1427992,1225903,691125,66696
15,8,8,29,66999,755401,1506056,1426943,1237882,691352,66708
15,8,9,25,66999,761811,1458143,1426801,1224572,689457,66708
15,8,10,23,66999,771290,1436530,1426526,1233015,690827,66708
15,8,11,21,66999,779570,1413712,1427763,1234200,691041,66696
15,8,12,19,66999,786710,1389610,1427014,1225069,690235,66708
15,8,15,15,66999,810298,1342588,1426239,1236938,689441,66696
15,8,19,12,66987,843273,1308750,1426468,1237383,690211,66708
15,8,21,11,66999,860490,1298278,1428878,1226577,691121,66708
15,8,23,10,66999,876351,1286581,1426258,1237349,690823,66708
15,8,25,9,66999,890990,1273601,1424947,1235662,689429,66708
15,8,29,8,not found,not found,not found,not found,not found,not found,not found
15,8,33,7,not found,not found,not found,not found,not found,not found,not found
15,8,38,6,not found,not found,not found,not found,not found,not found,not found
15,8,45,5,not found,not found,not found,not found,not found,not found,not found
15,8,46,5,not found,not found,not found,not found,not found,not found,not found
15,8,57,4,not found,not found,not found,not found,not found,not found,not found
15,8,58,4,not found,not found,not found,not found,not found,not found,not found
15,9,4,57,66987,726356,1895514,1450201,1227635,693461,66708
15,9,4,58,66999,727401,1908770,1451476,1229290,694446,66708
15,9,5,45,66999,734107,1740371,1449580,1227074,692567,66708
15,9,5,46,66999,735517,1754665,1451477,1242396,694001,66708
15,9,6,38,66999,740164,1609712,1427226,1233747,690239,66708
15,9,7,33,66999,749364,1552694,1427992,1225903,691125,66708
15,9,8,29,66999,755401,1506056,1426943,1237882,691352,66708
15,9,9,25,66987,761811,1458143,1426801,1224572,689457,66708
15,9,10,23,66999,771290,1436530,1426526,1233015,690827,66708
15,9,11,21,66999,779570,1413712,1427763,1234200,691041,66708
15,9,12,19,66999,786710,1389610,1427014,1225069,690235,66708
15,9,15,15,66999,810226,1342204,1425711,1236866,689369,66708
15,9,19,12,66999,843309,1308906,1426732,1237419,690247,66708
15,9,21,11,66999,860454,1298134,1428614,1226541,691085,66708
15,9,23,10,66987,876351,1286581,1426258,1237349,690823,66708
15,9,25,9,66999,890990,1273601,1424947,1235662,689429,66708
15,9,29,8,not found,not found,not found,not found,not found,not found,not found
15,9,33,7,not found,not found,not found,not found,not found,not found,not found
15,9,38,6,not found,not found,not found,not found,not found,not found,not found
15,9,45,5,not found,not found,not found,not found,not found,not found,not found
15,9,46,5,not found,not found,not found,not found,not found,not found,not found
15,9,57,4,not found,not found,not found,not found,not found,not found,not found
15,9,58,4,not found,not found,not found,not found,not found,not found,not found
16,2,4,59,66999,725577,1858733,1414527,1231331,692688,66708
16,2,4,60,66999,726658,1871436,1414080,1226847,693757,66708
16,2,5,47,66999,733915,1717355,1430400,1232724,692322,66708
16,2,5,48,66987,735278,1730337,1431268,1241867,693749,66708
16,2,6,39,66999,738820,1580364,1404590,1236399,688939,66708
16,2,6,40,66999,740501,1592921,1407735,1236267,690600,66708
16,2,7,34,66999,748290,1529166,1400072,1237793,690095,66696
16,2,8,30,66999,754619,1487000,1401919,1238060,690592,66696
16,2,9,26,66999,761311,1443637,1407227,1224982,688947,66672
16,2,10,24,66999,770988,1424142,1398844,1232868,690564,66708
16,2,12,20,66999,787019,1382410,1401069,1226136,690600,66708
16,2,13,18,66999,793772,1359870,1398034,1232970,688931,66708
16,2,14,17,66999,802971,1350556,1400025,1229460,690087,66708
16,2,15,16,66999,811464,1340571,1400161,1238278,690596,66708
16,2,16,15,66999,819256,1330087,1400174,1225609,690568,66708
16,2,17,14,66999,826985,1319138,1393517,1225968,690115,66708
16,2,18,13,66999,833870,1307603,1389389,1235302,688943,66708
16,2,20,12,66987,851568,1298757,1395098,1239047,690624,66708
16,2,24,10,66999,883803,1277879,1401018,1231609,690596,66708
16,2,26,9,66999,898500,1265782,1399984,1237041,688923,66708
16,2,30,8,not found,not found,not found,not found,not found,not found,not found
16,2,34,7,not found,not found,not found,not found,not found,not found,not found
16,2,39,6,not found,not found,not found,not found,not found,not found,not found
16,2,40,6,not found,not found,not found,not found,not found,not found,not found
16,2,47,5,not found,not found,not found,not found,not found,not found,not found
16,2,48,5,not found,not found,not found,not found,not found,not found,not found
16,2,59,4,not found,not found,not found,not found,not found,not found,not found
16,2,60,4,not found,not found,not found,not found,not found,not found,not found
16,3,4,57,66999,723485,1833093,1422683,1226286,690593,66708
16,3,4,58,66987,724530,1845073,1420956,1225727,691666,66708
16,3,5,45,66999,731259,1691282,1426774,1237517,689735,66672
16,3,5,46,66999,732633,1703691,1426957,1233590,691069,66708
16,3,6,38,66999,740482,1610246,1427243,1238038,690541,66696
16,3,7,33,66999,749646,1553096,1428599,1235168,691407,66708
16,3,8,29,66999,752527,1474300,1404636,1222675,688473,66708
16,3,9,25,66999,758937,1430818,1404165,1222004,686578,66708
16,3,10,23,66999,768415,1411354,1404199,1230807,687988,66708
16,3,11,21,66999,776694,1390668,1405834,1236887,688182,66708
16,3,12,19,66999,783846,1368729,1403744,1234893,687400,66708
16,3,15,15,66999,807409,1325900,1403102,1221053,686566,66696
16,3,19,12,66999,840429,1295524,1404084,1230564,687420,66708
16,3,21,11,66999,857537,1285657,1402737,1235450,688266,66708
16,3,23,10,66999,873456,1275306,1403628,1231124,687960,66708
16,3,25,9,66999,888071,1263348,1404209,1221964,686538,66708
16,3,29,8,not found,not found,not found,not found,not found,not found,not found
16,3,33,7,not found,not found,not found,not found,not found,not found,not found
16,3,38,6,not found,not found,not found,not found,not found,not found,not found
16,3,45,5,not found,not found,not found,not found,not found,not found,not found
16,3,46,5,not found,not found,not found,not found,not found,not found,not found
16,3,57,4,not found,not found,not found,not found,not found,not found,not found
16,3,58,4,not found,not found,not found,not found,not found,not found,not found
16,4,4,57,66999,723485,1833093,1422595,1229415,690557,66708
16,4,4,58,66999,724566,1845709,1420758,1232919,691674,66708
16,4,5,45,66987,731259,1691330,1426172,1236899,689703,66708
16,4,5,46,66999,732669,1704315,1428730,1235203,691137,66708
16,4,6,38,66987,740446,1609778,1426815,1229323,690489,66708
16,4,7,33,66999,749610,1552652,1428595,1235164,691359,66696
16,4,8,29,66999,755683,1506338,1427818,1234171,691606,66708
16,4,9,25,66999,762057,1458053,1425450,1236261,689659,66708
16,4,10,23,66999,771572,1436812,1427029,1237940,691089,66708
16,4,11,21,66999,779852,1413994,1427873,1230161,691343,66708
16,4,12,19,66999,786956,1389652,1426794,1233391,690513,66708
16,4,15,15,66999,807445,1326092,1403885,1222008,686586,66708
16,4,19,12,66999,840429,1295524,1403723,1225938,687408,66708
16,4,21,11,66999,857573,1285777,1403572,1235021,688202,66708
16,4,23,10,66999,873456,1275306,1405671,1223426,687980,66708
16,4,25,9,66999,888071,1263348,1402648,1233421,686538,66696
16,4,29,8,not found,not found,not found,not found,not found,not found,not found
16,4,33,7,not found,not found,not found,not found,not found,not found,not found
16,4,38,6,not found,not found,not found,not found,not found,not found,not found
16,4,45,5,not found,not found,not found,not found,not found,not found,not found
16,4,46,5,not found,not found,not found,not found,not found,not found,not found
16,4,57,4,not found,not found,not found,not found,not found,not found,not found
16,4,58,4,not found,not found,not found,not found,not found,not found,not found
16,5,4,57,66999,723485,1833093,1427074,1237737,690601,66708
16,5,4,58,66999,724566,1845781,1428609,1226464,691658,66708
16,5,5,45,66987,731223,1690718,1426021,1232846,689651,66708
16,5,5,46,66999,732669,1704315,1427871,1225630,691085,66708
16,5,6,38,66999,740482,1610246,1427725,1238652,690509,66708
16,5,7,33,66999,749646,1553096,1426961,1228961,691415,66708
16,5,8,29,66999,755719,1506482,1429099,1227062,691614,66696
16,5,9,25,66999,762021,1457921,1426647,1233460,689727,66684
16,5,10,23,66999,771536,1436524,1427936,1230232,691077,66708
16,5,11,21,66999,779852,1413982,1427070,1229258,691351,66708
16,5,12,19,66987,786956,1389652,1426982,1233407,690541,66708
16,5,15,15,66987,810616,1342918,1425723,1236578,689727,66708
16,5,19,12,66999,843591,1309188,1427440,1229692,690561,66708
16,5,21,11,66999,860772,1298560,1427635,1233932,691411,66708
16,5,23,10,66999,876633,1286863,1428244,1230264,691129,66708
16,5,25,9,66987,891236,1273871,1424969,1227237,689663,66708
16,5,29,8,not found,not found,not found,not found,not found,not found,not found
16,5,33,7,not found,not found,not found,not found,not found,not found,not found
16,5,38,6,not found,not found,not found,not found,not found,not found,not found
16,5,45,5,not found,not found,not found,not found,not found,not found,not found
16,5,46,5,not found,not found,not found,not found,not found,not found,not found
16,5,57,4,not found,not found,not found,not found,not found,not found,not found
16,5,58,4,not found,not found,not found,not found,not found,not found,not found
16,6,4,57,66999,723485,1833093,1428487,1226290,690597,66708
16,6,4,58,66999,724566,1845781,1428039,1238822,691670,66708
16,6,5,45,66999,731259,1691294,1425298,1231895,689695,66708
16,6,5,46,66999,732669,1704315,1427638,1233983,691125,66708
16,6,6,38,66999,740482,1610126,1427673,1225656,690569,66708
16,6,7,33,66999,749574,1552592,1428458,1230546,691411,66708
16,6,8,29,66999,755719,1506686,1428445,1230749,691598,66708
16,6,9,25,66999,762093,1458425,1425747,1236558,689711,66708
16,6,10,23,66999,771572,1436776,1427518,1225289,691101,66708
16,6,11,21,66999,779852,1413994,1428299,1226466,691359,66708
16,6,12,19,66999,786992,1389892,1428190,1238985,690533,66708
16,6,15,15,66999,810616,1342990,1425522,1223237,689715,66708
16,6,19,12,66999,843591,1309152,1426789,1237432,690569,66708
16,6,21,11,66999,860736,1298416,1428555,1235128,691359,66708
16,6,23,10,66999,876633,1286863,1428128,1238923,691093,66708
